member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,genre,pages,publication_year,publisher
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9133.0,519,2025-05-28,2025-06-24,Friendship,157.0,2014.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9170.0,522,2025-10-16,2025-10-28,Mystery,104.0,2016.0,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9122.0,525,2025-06-04,2025-06-30,Adventure,297.0,2015.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9375.0,525,2025-10-27,2025-11-15,Adventure,297.0,2015.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9120.0,526,2025-06-06,2025-06-26,Science Fiction,125.0,2016.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9151.0,528,2025-04-25,2025-05-16,Nature,114.0,2010.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9180.0,529,2024-07-27,2024-08-02,Mystery,298.0,,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9180.0,529,2024-07-27,2024-08-02,Mystery,298.0,,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9126.0,529,2024-10-22,2024-10-28,Mystery,298.0,,Cairo Young Readers
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9163.0,531,2025-12-28,2026-01-02,Friendship,272.0,2018.0,Oasis Books
1035,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,9132.0,511,2025-02-26,2025-03-13,Historical,117.0,2016.0,Nile Press
1036,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,9139.0,521,2024-03-14,2024-03-20,Science,211.0,2024.0,Cairo Young Readers
1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,9134.0,516,2025-09-08,2025-09-19,Nature,241.0,2010.0,Nile Press
1037,Retaj,Kamel,,Nasr City,Inactive,2023-08-26,9182.0,525,2024-05-19,2024-06-03,Adventure,297.0,2015.0,Oasis Books
1038,Mai,Mansour,,Nasr City,Active,2025-09-27,,,,,,,,
1039,Nada,Riad,7.0,Nasr City,active,,9125.0,501,2025-06-17,,Adventure,128.0,2017.0,Nile Press
1039,Nada,Riad,7.0,Nasr City,active,,9138.0,516,2025-08-22,2025-08-31,Nature,241.0,2010.0,Nile Press
1040,Dina,Adel,9.0,Nasr City,Active,2025-12-26,9158.0,513,2025-03-07,2025-03-24,Science,294.0,2021.0,Oasis Books
1040,Dina,Adel,9.0,Nasr City,Active,2025-12-26,9161.0,519,2025-10-11,2025-11-01,Friendship,157.0,2014.0,Nile Press
1041,,,,,,,,504,2025-07-05,,,,,
1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,9181.0,509,2025-03-24,,Mystery,221.0,2011.0,Nile Press
1041,,,,,,,,512,2025-07-06,,,,,
1041,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,9137.0,519,2025-07-27,2025-08-05,Friendship,157.0,2014.0,Nile Press
1042,Fares,Fahmy,8.0,Nasr City,Active,2023-01-19,,,,,,,,
1043,Rana,Halim,6.0,Heliopolis,Active,2025-02-28,,,,,,,,
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9215.0,507,2024-02-07,,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9211.0,507,2025-04-28,2025-05-25,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9250.0,507,2025-08-05,2025-08-23,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9210.0,507,2025-09-11,2025-09-29,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9255.0,509,2025-05-24,2025-06-13,Mystery,221.0,2011.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9247.0,510,2025-02-01,2025-02-23,Mystery,134.0,2013.0,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9212.0,512,2024-09-14,,Adventure,238.0,2022.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9271.0,513,2025-04-26,2025-05-06,Science,294.0,2021.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9232.0,513,2025-05-26,2025-06-11,Science,294.0,2021.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9248.0,514,2025-07-01,2025-07-18,Science Fiction,328.0,2023.0,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9228.0,516,2024-12-05,2024-12-26,Nature,241.0,2010.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9272.0,518,2025-01-24,2025-02-04,Adventure,163.0,2011.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9260.0,518,2025-07-03,2025-07-27,Adventure,163.0,2011.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9245.0,519,2024-12-13,2024-12-21,Friendship,157.0,2014.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9226.0,519,2025-03-18,,Friendship,157.0,2014.0,Nile Press
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9281.0,525,2024-06-01,2024-06-12,Adventure,297.0,2015.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9208.0,525,2024-07-10,2024-08-01,Adventure,297.0,2015.0,Oasis Books
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9207.0,527,2025-10-20,2025-11-04,Nature,328.0,2017.0,Delta House
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9246.0,529,2025-06-25,2025-07-04,Mystery,298.0,,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9246.0,529,2025-06-25,2025-07-04,Mystery,298.0,,Cairo Young Readers
1044,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,9218.0,532,2025-04-23,2025-05-04,Friendship,337.0,2017.0,Oasis Books
1045,Sherif,Fahmy,6.0,Heliopolis,Active,2024-11-19,,,,,,,,
1046,Amir,Fouad,7.0,Heliopolis,Active,2025-12-11,9251.0,507,2024-06-09,,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9257.0,501,2024-10-18,2024-11-16,Adventure,128.0,2017.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9229.0,501,2025-11-16,2025-12-08,Adventure,128.0,2017.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9268.0,503,2025-06-16,2025-07-14,Historical,259.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9278.0,506,2024-03-12,2024-04-02,Friendship,183.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9219.0,506,2025-05-13,2025-06-07,Friendship,183.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9202.0,506,2025-06-05,2025-07-03,Friendship,183.0,,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9220.0,507,2025-08-04,,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9275.0,507,2025-09-21,2025-10-08,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9261.0,509,2025-09-02,2025-09-18,Mystery,221.0,2011.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9273.0,510,2024-12-07,2025-01-05,Mystery,134.0,2013.0,Cairo Young Readers
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9279.0,514,2025-07-06,2025-07-28,Science Fiction,328.0,2023.0,Cairo Young Readers
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9235.0,516,2024-02-16,,Nature,241.0,2010.0,Nile Press
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9263.0,517,2024-10-21,2024-11-07,Mystery,338.0,2015.0,Delta House
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9242.0,520,2025-06-01,2025-07-01,Science Fiction,136.0,2009.0,Oasis Books
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9217.0,530,2024-04-07,,Adventure,208.0,2012.0,Oasis Books
1047,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,9267.0,530,2024-12-05,2024-12-20,Adventure,208.0,2012.0,Oasis Books
1048,Youssef,Kamel,6.0,Heliopolis,Active,2023-09-07,,,,,,,,
1049,Ahmed,Gamal,6.0,Heliopolis,Active,2023-06-10,9265.0,513,2024-08-12,2024-09-10,Science,294.0,2021.0,Oasis Books
1049,,,,,,,,520,2025-07-11,,,,,
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9213.0,501,2024-05-07,2024-05-14,Adventure,128.0,2017.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9230.0,501,2025-09-10,2025-10-07,Adventure,128.0,2017.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9222.0,505,2024-01-09,2024-02-01,Historical,216.0,2024.0,Oasis Books
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9244.0,507,2025-04-23,2025-05-06,Science,160.0,2024.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9223.0,510,2024-04-11,2024-05-04,Mystery,134.0,2013.0,Cairo Young Readers
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9276.0,514,2025-06-28,2025-07-08,Science Fiction,328.0,2023.0,Cairo Young Readers
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9206.0,519,2024-03-17,,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9216.0,519,2024-08-07,,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9239.0,519,2025-02-10,2025-02-22,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9240.0,525,2025-07-25,2025-08-24,Adventure,297.0,2015.0,Oasis Books
1050,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,9258.0,529,2025-12-07,2025-12-21,Mystery,298.0,,Cairo Young Readers
1051,Karim,Rashad,8.0,Heliopolis,Active,2023-02-24,,,,,,,,
1052,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,9236.0,507,2024-09-02,2024-09-29,Science,160.0,2024.0,Nile Press
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9199.0,518,2024-11-28,2024-12-08,Adventure,163.0,2011.0,Delta House
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9266.0,519,2024-06-01,2024-06-15,Friendship,157.0,2014.0,Nile Press
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9231.0,523,2024-02-04,2024-02-16,Historical,276.0,2018.0,Oasis Books
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9234.0,525,2024-02-13,2024-03-06,Adventure,297.0,2015.0,Oasis Books
1053,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,9205.0,525,2024-12-02,2024-12-14,Adventure,297.0,2015.0,Oasis Books
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9269.0,507,2025-01-26,2025-01-31,Science,160.0,2024.0,Nile Press
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9252.0,513,2024-08-04,2024-08-09,Science,294.0,2021.0,Oasis Books
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9280.0,517,2024-09-06,2024-09-15,Mystery,338.0,2015.0,Delta House
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9280.0,517,2024-09-06,2024-09-15,Mystery,338.0,2015.0,Delta House
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9274.0,522,2024-09-06,2024-09-17,Mystery,104.0,2016.0,Cairo Young Readers
1054,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,9262.0,524,2024-02-25,2024-03-22,Historical,114.0,2016.0,Cairo Young Readers
1055,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,9221.0,520,2025-04-12,2025-04-18,Science Fiction,136.0,2009.0,Oasis Books
1055,,,,,,,,526,2025-07-11,,,,,
1055,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,9201.0,531,2025-11-24,2025-12-16,Friendship,272.0,2018.0,Oasis Books
1056,Farida,Osman,6.0,Heliopolis,Active,2024-10-18,,,,,,,,
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9203.0,501,2025-10-25,,Adventure,128.0,2017.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9259.0,501,2025-11-16,2025-11-30,Adventure,128.0,2017.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9204.0,506,2024-02-20,2024-03-15,Friendship,183.0,,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9237.0,513,2024-02-22,,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9238.0,513,2024-03-28,2024-04-08,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9224.0,513,2025-05-25,,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9270.0,517,2024-12-08,2024-12-30,Mystery,338.0,2015.0,Delta House
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9249.0,519,2024-10-17,2024-11-03,Friendship,157.0,2014.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9277.0,519,2025-10-19,2025-10-28,Friendship,157.0,2014.0,Nile Press
1057,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,9282.0,530,2025-07-22,2025-08-18,Adventure,208.0,2012.0,Oasis Books
1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,9253.0,507,2025-06-15,2025-07-10,Science,160.0,2024.0,Nile Press
1058,,,,,,,,518,2025-07-08,,,,,
1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,9214.0,525,2024-09-24,,Adventure,297.0,2015.0,Oasis Books
1058,Lina,Mansour,8.0,Heliopolis,active,2025-07-20,9209.0,525,2024-11-22,2024-12-12,Adventure,297.0,2015.0,Oasis Books
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9254.0,501,2025-10-23,2025-11-07,Adventure,128.0,2017.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9264.0,507,2025-02-01,2025-02-13,Science,160.0,2024.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9233.0,512,2024-12-08,2024-12-15,Adventure,238.0,2022.0,Delta House
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9227.0,513,2024-11-02,2024-11-20,Science,294.0,2021.0,Oasis Books
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9225.0,516,2025-08-06,2025-08-22,Nature,241.0,2010.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9241.0,519,2025-01-04,2025-01-11,Friendship,157.0,2014.0,Nile Press
1059,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,9256.0,521,2025-07-09,,Science,211.0,2024.0,Cairo Young Readers
1060,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,9200.0,509,2024-12-08,,Mystery,221.0,2011.0,Nile Press
1060,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,9243.0,513,2025-09-13,2025-10-09,Science,294.0,2021.0,Oasis Books
1061,,,,,,,,504,2025-07-06,,,,,
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9317.0,507,2024-01-26,2024-02-09,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9302.0,507,2024-06-22,,Science,160.0,2024.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9303.0,509,2025-12-23,2026-01-10,Mystery,221.0,2011.0,Nile Press
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9322.0,510,2025-10-20,2025-11-15,Mystery,134.0,2013.0,Cairo Young Readers
1061,,,,,,,,513,2025-07-06,,,,,
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9295.0,513,2025-12-12,2026-01-01,Science,294.0,2021.0,Oasis Books
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9336.0,528,2024-04-18,2024-05-15,Nature,114.0,2010.0,Delta House
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9300.0,528,2024-08-15,2024-09-02,Nature,114.0,2010.0,Delta House
1061,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,9324.0,529,2025-03-12,2025-04-10,Mystery,298.0,,Cairo Young Readers
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9326.0,501,2024-08-15,2024-08-21,Adventure,128.0,2017.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9379.0,501,2024-12-18,2024-12-26,Adventure,128.0,2017.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9329.0,513,2025-03-06,,Science,294.0,2021.0,Oasis Books
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9284.0,513,2025-09-27,2025-10-26,Science,294.0,2021.0,Oasis Books
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9305.0,519,2024-01-23,2024-01-31,Friendship,157.0,2014.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9301.0,519,2024-11-10,2024-11-23,Friendship,157.0,2014.0,Nile Press
1062,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,9332.0,522,2024-07-03,,Mystery,104.0,2016.0,Cairo Young Readers
1062,,,,,,,,525,2025-07-05,,,,,
1063,,,,,,,,522,2025-07-07,,,,,
1063,Layla,Fouad,6.0,Zamalek,Active,2024-06-21,,,,,,,,
1064,Fares,Sabry,6.0,Zamalek,Active,2023-05-06,,,,,,,,
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9296.0,501,2024-12-15,2025-01-11,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9296.0,501,2024-12-15,2025-01-11,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9297.0,501,2025-04-14,,Adventure,128.0,2017.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9298.0,507,2025-06-18,2025-07-11,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9311.0,507,2025-06-26,2025-07-09,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9334.0,507,2025-12-20,2026-01-05,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9334.0,507,2025-12-20,2026-01-05,Science,160.0,2024.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9316.0,513,2024-08-25,2024-09-17,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9335.0,513,2024-12-18,2024-12-30,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9327.0,513,2025-03-09,2025-04-01,Science,294.0,2021.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9319.0,515,2025-02-10,2025-02-21,Poetry,316.0,2022.0,Cairo Young Readers
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9341.0,516,2025-02-19,2025-03-09,Nature,241.0,2010.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9288.0,519,2025-03-20,2025-03-31,Friendship,157.0,2014.0,Nile Press
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9290.0,519,2025-10-09,,Friendship,157.0,2014.0,Nile Press
1065,,,,,,,,520,2025-07-07,,,,,
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9331.0,525,2025-02-17,2025-02-23,Adventure,297.0,2015.0,Oasis Books
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9291.0,526,2024-03-25,2024-03-31,Science Fiction,125.0,2016.0,Delta House
1065,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,9287.0,532,2024-04-26,2024-05-23,Friendship,337.0,2017.0,Oasis Books
1066,Amir,Wahba,6.0,Zamalek,Active,2024-10-07,,,,,,,,
1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,9294.0,507,2024-11-26,,Science,160.0,2024.0,Nile Press
1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,9310.0,511,2024-02-04,2024-02-12,Historical,117.0,2016.0,Nile Press
1067,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,9318.0,513,2025-07-23,2025-08-17,Science,294.0,2021.0,Oasis Books
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9315.0,501,2024-06-11,2024-07-04,Adventure,128.0,2017.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9342.0,501,2025-05-28,2025-06-27,Adventure,128.0,2017.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9312.0,506,2025-12-01,,Friendship,183.0,,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9313.0,507,2024-12-13,2024-12-19,Science,160.0,2024.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9309.0,511,2024-11-24,2024-12-12,Historical,117.0,2016.0,Nile Press
1068,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,9304.0,519,2024-04-16,2024-05-09,Friendship,157.0,2014.0,Nile Press
1069,Bassel,Adel,9.0,Zamalek,Active,,,,,,,,,
1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,9328.0,501,2024-01-28,,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,9383.0,501,2024-07-11,2024-07-31,Adventure,128.0,2017.0,Nile Press
1070,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,9321.0,501,2025-12-28,2026-01-09,Adventure,128.0,2017.0,Nile Press
1071,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,9285.0,513,2025-02-24,,Science,294.0,2021.0,Oasis Books
1071,Jana,Hegazy,8.0,Zamalek,Active,2024-09-27,9293.0,525,2025-08-05,2025-08-18,Adventure,297.0,2015.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9338.0,501,2024-07-16,,Adventure,128.0,2017.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9307.0,501,2025-06-10,2025-07-09,Adventure,128.0,2017.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9286.0,507,2024-08-09,2024-08-16,Science,160.0,2024.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9330.0,513,2025-04-11,2025-05-09,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9340.0,513,2025-08-24,2025-09-01,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9283.0,513,2025-09-17,2025-09-25,Science,294.0,2021.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9325.0,519,2024-01-11,,Friendship,157.0,2014.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9323.0,519,2024-01-23,2024-01-28,Friendship,157.0,2014.0,Nile Press
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9333.0,520,2025-06-03,2025-06-08,Science Fiction,136.0,2009.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9299.0,521,2024-01-04,2024-01-23,Science,211.0,2024.0,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9314.0,522,2024-08-13,2024-09-02,Mystery,104.0,2016.0,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9289.0,522,2025-09-09,2025-09-19,Mystery,104.0,2016.0,Cairo Young Readers
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9308.0,525,2024-02-17,2024-03-12,Adventure,297.0,2015.0,Oasis Books
1072,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,9337.0,529,2024-11-13,,Mystery,298.0,,Cairo Young Readers
1073,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,9339.0,501,2025-02-02,,Adventure,128.0,2017.0,Nile Press
1073,Yassin,Kamel,7.0,Zamalek,Inactive,2025-08-26,9320.0,501,2025-07-19,2025-08-13,Adventure,128.0,2017.0,Nile Press
1073,,,,,,,,530,2025-07-07,,,,,
1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,9306.0,510,2024-08-03,2024-08-10,Mystery,134.0,2013.0,Cairo Young Readers
1074,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,9292.0,525,2024-12-28,2025-01-06,Adventure,297.0,2015.0,Oasis Books
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9365.0,501,2024-01-17,2024-02-01,Adventure,128.0,2017.0,Nile Press
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9345.0,507,2025-02-03,2025-03-01,Science,160.0,2024.0,Nile Press
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9351.0,514,2024-01-03,2024-01-28,Science Fiction,328.0,2023.0,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9355.0,515,2024-11-10,2024-12-02,Poetry,316.0,2022.0,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9347.0,519,2025-07-17,2025-07-31,Friendship,157.0,2014.0,Nile Press
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9361.0,524,2024-04-19,,Historical,114.0,2016.0,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9353.0,528,2025-12-13,2025-12-30,Nature,114.0,2010.0,Delta House
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9343.0,529,2024-10-04,2024-10-14,Mystery,298.0,,Cairo Young Readers
1075,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,9348.0,532,2024-07-28,2024-08-25,Friendship,337.0,2017.0,Oasis Books
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9352.0,501,2025-02-02,,Adventure,128.0,2017.0,Nile Press
1076,Dina,Wahba,7.0,Shubra,Active,2025-12-13,9356.0,501,2025-03-14,2025-04-13,Adventure,128.0,2017.0,Nile Press
