member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,genre,pages,publication_year,publisher,total_books_checked_out
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9164,507,2024-12-02,2024-12-12 00:00:00,Science,160,2024,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9377,507,2025-03-25,2025-04-06 00:00:00,Science,160,2024,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9146,509,2025-02-23,2025-03-14 00:00:00,Mystery,221,2011,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9109,512,2024-08-20,2024-09-14 00:00:00,Adventure,238,2022,Delta House,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9140,513,2025-03-06,2025-04-02 00:00:00,Science,294,2021,Oasis Books,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9114,516,2025-03-02,2025-03-17 00:00:00,Nature,241,2010,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9186,516,2025-07-17,2025-08-03 00:00:00,Nature,241,2010,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9193,519,2024-09-15,2024-10-01 00:00:00,Friendship,157,2014,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9133,519,2025-05-28,2025-06-24 00:00:00,Friendship,157,2014,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9170,522,2025-10-16,2025-10-28 00:00:00,Mystery,104,2016,Cairo Young Readers,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9122,525,2025-06-04,2025-06-30 00:00:00,Adventure,297,2015,Oasis Books,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9375,525,2025-10-27,2025-11-15 00:00:00,Adventure,297,2015,Oasis Books,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9120,526,2025-06-06,2025-06-26 00:00:00,Science Fiction,125,2016,Delta House,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9151,528,2025-04-25,2025-05-16 00:00:00,Nature,114,2010,Delta House,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9180,529,2024-07-27,2024-08-02 00:00:00,Mystery,298,2017,Cairo Young Readers,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9126,529,2024-10-22,2024-10-28 00:00:00,Mystery,298,2017,Cairo Young Readers,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9163,531,2025-12-28,2026-01-02 00:00:00,Friendship,272,2018,Oasis Books,25
1035,Karim,Fahmy,9,Nasr City,Inactive,2025-06-26,9132,511,2025-02-26,2025-03-13 00:00:00,Historical,117,2016,Nile Press,1
1036,Lina,Zaki,7,Nasr City,Active,2025-08-05,9139,521,2024-03-14,2024-03-20 00:00:00,Science,211,2024,Cairo Young Readers,1
1037,Retaj,Kamel,9,Nasr City,Inactive,2023-08-26,9134,516,2025-09-08,2025-09-19 00:00:00,Nature,241,2010,Nile Press,2
1037,Retaj,Kamel,9,Nasr City,Inactive,2023-08-26,9182,525,2024-05-19,2024-06-03 00:00:00,Adventure,297,2015,Oasis Books,2
1038,Mai,Mansour,9,Nasr City,Active,2025-09-27,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1039,Nada,Riad,7,Nasr City,Active,2025-01-22,9125,501,2025-06-17,Not Returned,Adventure,128,2017,Nile Press,2
1039,Nada,Riad,7,Nasr City,Active,2025-01-22,9138,516,2025-08-22,2025-08-31 00:00:00,Nature,241,2010,Nile Press,2
1040,Dina,Adel,9,Nasr City,Active,2025-12-26,9158,513,2025-03-07,2025-03-24 00:00:00,Science,294,2021,Oasis Books,2
1040,Dina,Adel,9,Nasr City,Active,2025-12-26,9161,519,2025-10-11,2025-11-01 00:00:00,Friendship,157,2014,Nile Press,2
1041,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,504,2025-07-05,Not Returned,Adventure,201,2017,Unknown,4
1041,Nada,Rashad,7,Nasr City,Active,2024-04-02,9181,509,2025-03-24,Not Returned,Mystery,221,2011,Nile Press,4
1041,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,512,2025-07-06,Not Returned,Adventure,201,2017,Unknown,4
1041,Nada,Rashad,7,Nasr City,Active,2024-04-02,9137,519,2025-07-27,2025-08-05 00:00:00,Friendship,157,2014,Nile Press,4
1042,Fares,Fahmy,8,Nasr City,Active,2023-01-19,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1043,Rana,Halim,6,Heliopolis,Active,2025-02-28,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9215,507,2024-02-07,Not Returned,Science,160,2024,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9211,507,2025-04-28,2025-05-25 00:00:00,Science,160,2024,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9250,507,2025-08-05,2025-08-23 00:00:00,Science,160,2024,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9210,507,2025-09-11,2025-09-29 00:00:00,Science,160,2024,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9255,509,2025-05-24,2025-06-13 00:00:00,Mystery,221,2011,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9247,510,2025-02-01,2025-02-23 00:00:00,Mystery,134,2013,Cairo Young Readers,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9212,512,2024-09-14,Not Returned,Adventure,238,2022,Delta House,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9271,513,2025-04-26,2025-05-06 00:00:00,Science,294,2021,Oasis Books,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9232,513,2025-05-26,2025-06-11 00:00:00,Science,294,2021,Oasis Books,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9248,514,2025-07-01,2025-07-18 00:00:00,Science Fiction,328,2023,Cairo Young Readers,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9228,516,2024-12-05,2024-12-26 00:00:00,Nature,241,2010,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9272,518,2025-01-24,2025-02-04 00:00:00,Adventure,163,2011,Delta House,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9260,518,2025-07-03,2025-07-27 00:00:00,Adventure,163,2011,Delta House,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9245,519,2024-12-13,2024-12-21 00:00:00,Friendship,157,2014,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9226,519,2025-03-18,Not Returned,Friendship,157,2014,Nile Press,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9281,525,2024-06-01,2024-06-12 00:00:00,Adventure,297,2015,Oasis Books,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9208,525,2024-07-10,2024-08-01 00:00:00,Adventure,297,2015,Oasis Books,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9207,527,2025-10-20,2025-11-04 00:00:00,Nature,328,2017,Delta House,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9246,529,2025-06-25,2025-07-04 00:00:00,Mystery,298,2017,Cairo Young Readers,21
1044,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,9218,532,2025-04-23,2025-05-04 00:00:00,Friendship,337,2017,Oasis Books,21
1045,Sherif,Fahmy,6,Heliopolis,Active,2024-11-19,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1046,Amir,Fouad,7,Heliopolis,Active,2025-12-11,9251,507,2024-06-09,Not Returned,Science,160,2024,Nile Press,1
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9257,501,2024-10-18,2024-11-16 00:00:00,Adventure,128,2017,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9229,501,2025-11-16,2025-12-08 00:00:00,Adventure,128,2017,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9268,503,2025-06-16,2025-07-14 00:00:00,Historical,259,2017,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9278,506,2024-03-12,2024-04-02 00:00:00,Friendship,183,2017,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9219,506,2025-05-13,2025-06-07 00:00:00,Friendship,183,2017,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9202,506,2025-06-05,2025-07-03 00:00:00,Friendship,183,2017,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9220,507,2025-08-04,Not Returned,Science,160,2024,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9275,507,2025-09-21,2025-10-08 00:00:00,Science,160,2024,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9261,509,2025-09-02,2025-09-18 00:00:00,Mystery,221,2011,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9273,510,2024-12-07,2025-01-05 00:00:00,Mystery,134,2013,Cairo Young Readers,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9279,514,2025-07-06,2025-07-28 00:00:00,Science Fiction,328,2023,Cairo Young Readers,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9235,516,2024-02-16,Not Returned,Nature,241,2010,Nile Press,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9263,517,2024-10-21,2024-11-07 00:00:00,Mystery,338,2015,Delta House,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9242,520,2025-06-01,2025-07-01 00:00:00,Science Fiction,136,2009,Oasis Books,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9217,530,2024-04-07,Not Returned,Adventure,208,2012,Oasis Books,16
1047,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,9267,530,2024-12-05,2024-12-20 00:00:00,Adventure,208,2012,Oasis Books,16
1048,Youssef,Kamel,6,Heliopolis,Active,2023-09-07,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1049,Ahmed,Gamal,6,Heliopolis,Active,2023-06-10,9265,513,2024-08-12,2024-09-10 00:00:00,Science,294,2021,Oasis Books,2
1049,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,520,2025-07-11,Not Returned,Science Fiction,201,2017,Unknown,2
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9213,501,2024-05-07,2024-05-14 00:00:00,Adventure,128,2017,Nile Press,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9230,501,2025-09-10,2025-10-07 00:00:00,Adventure,128,2017,Nile Press,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9222,505,2024-01-09,2024-02-01 00:00:00,Historical,216,2024,Oasis Books,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9244,507,2025-04-23,2025-05-06 00:00:00,Science,160,2024,Nile Press,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9223,510,2024-04-11,2024-05-04 00:00:00,Mystery,134,2013,Cairo Young Readers,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9276,514,2025-06-28,2025-07-08 00:00:00,Science Fiction,328,2023,Cairo Young Readers,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9206,519,2024-03-17,Not Returned,Friendship,157,2014,Nile Press,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9216,519,2024-08-07,Not Returned,Friendship,157,2014,Nile Press,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9239,519,2025-02-10,2025-02-22 00:00:00,Friendship,157,2014,Nile Press,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9240,525,2025-07-25,2025-08-24 00:00:00,Adventure,297,2015,Oasis Books,11
1050,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,9258,529,2025-12-07,2025-12-21 00:00:00,Mystery,298,2017,Cairo Young Readers,11
1051,Karim,Rashad,8,Heliopolis,Active,2023-02-24,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1052,Retaj,Adel,7,Heliopolis,Active,2025-06-07,9236,507,2024-09-02,2024-09-29 00:00:00,Science,160,2024,Nile Press,1
1053,Adam,Shafik,9,Heliopolis,Active,2024-01-03,9199,518,2024-11-28,2024-12-08 00:00:00,Adventure,163,2011,Delta House,5
1053,Adam,Shafik,9,Heliopolis,Active,2024-01-03,9266,519,2024-06-01,2024-06-15 00:00:00,Friendship,157,2014,Nile Press,5
1053,Adam,Shafik,9,Heliopolis,Active,2024-01-03,9231,523,2024-02-04,2024-02-16 00:00:00,Historical,276,2018,Oasis Books,5
1053,Adam,Shafik,9,Heliopolis,Active,2024-01-03,9234,525,2024-02-13,2024-03-06 00:00:00,Adventure,297,2015,Oasis Books,5
1053,Adam,Shafik,9,Heliopolis,Active,2024-01-03,9205,525,2024-12-02,2024-12-14 00:00:00,Adventure,297,2015,Oasis Books,5
1054,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,9269,507,2025-01-26,2025-01-31 00:00:00,Science,160,2024,Nile Press,6
1054,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,9252,513,2024-08-04,2024-08-09 00:00:00,Science,294,2021,Oasis Books,6
1054,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,9280,517,2024-09-06,2024-09-15 00:00:00,Mystery,338,2015,Delta House,6
1054,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,9274,522,2024-09-06,2024-09-17 00:00:00,Mystery,104,2016,Cairo Young Readers,6
1054,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,9262,524,2024-02-25,2024-03-22 00:00:00,Historical,114,2016,Cairo Young Readers,6
1055,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,9221,520,2025-04-12,2025-04-18 00:00:00,Science Fiction,136,2009,Oasis Books,3
1055,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,526,2025-07-11,Not Returned,Science Fiction,201,2017,Unknown,3
1055,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,9201,531,2025-11-24,2025-12-16 00:00:00,Friendship,272,2018,Oasis Books,3
1056,Farida,Osman,6,Heliopolis,Active,2024-10-18,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9203,501,2025-10-25,Not Returned,Adventure,128,2017,Nile Press,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9259,501,2025-11-16,2025-11-30 00:00:00,Adventure,128,2017,Nile Press,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9204,506,2024-02-20,2024-03-15 00:00:00,Friendship,183,2017,Nile Press,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9237,513,2024-02-22,Not Returned,Science,294,2021,Oasis Books,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9238,513,2024-03-28,2024-04-08 00:00:00,Science,294,2021,Oasis Books,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9224,513,2025-05-25,Not Returned,Science,294,2021,Oasis Books,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9270,517,2024-12-08,2024-12-30 00:00:00,Mystery,338,2015,Delta House,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9249,519,2024-10-17,2024-11-03 00:00:00,Friendship,157,2014,Nile Press,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9277,519,2025-10-19,2025-10-28 00:00:00,Friendship,157,2014,Nile Press,10
1057,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,9282,530,2025-07-22,2025-08-18 00:00:00,Adventure,208,2012,Oasis Books,10
1058,Lina,Mansour,8,Heliopolis,Active,2025-07-20,9253,507,2025-06-15,2025-07-10 00:00:00,Science,160,2024,Nile Press,4
1058,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,518,2025-07-08,Not Returned,Adventure,201,2017,Unknown,4
1058,Lina,Mansour,8,Heliopolis,Active,2025-07-20,9214,525,2024-09-24,Not Returned,Adventure,297,2015,Oasis Books,4
1058,Lina,Mansour,8,Heliopolis,Active,2025-07-20,9209,525,2024-11-22,2024-12-12 00:00:00,Adventure,297,2015,Oasis Books,4
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9254,501,2025-10-23,2025-11-07 00:00:00,Adventure,128,2017,Nile Press,7
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9264,507,2025-02-01,2025-02-13 00:00:00,Science,160,2024,Nile Press,7
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9233,512,2024-12-08,2024-12-15 00:00:00,Adventure,238,2022,Delta House,7
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9227,513,2024-11-02,2024-11-20 00:00:00,Science,294,2021,Oasis Books,7
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9225,516,2025-08-06,2025-08-22 00:00:00,Nature,241,2010,Nile Press,7
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9241,519,2025-01-04,2025-01-11 00:00:00,Friendship,157,2014,Nile Press,7
1059,Lina,Halim,7,Heliopolis,Active,2024-01-06,9256,521,2025-07-09,Not Returned,Science,211,2024,Cairo Young Readers,7
1060,Layla,Wahba,7,Heliopolis,Active,2024-03-26,9200,509,2024-12-08,Not Returned,Mystery,221,2011,Nile Press,2
1060,Layla,Wahba,7,Heliopolis,Active,2024-03-26,9243,513,2025-09-13,2025-10-09 00:00:00,Science,294,2021,Oasis Books,2
1061,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,504,2025-07-06,Not Returned,Adventure,201,2017,Unknown,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9317,507,2024-01-26,2024-02-09 00:00:00,Science,160,2024,Nile Press,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9302,507,2024-06-22,Not Returned,Science,160,2024,Nile Press,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9303,509,2025-12-23,2026-01-10 00:00:00,Mystery,221,2011,Nile Press,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9322,510,2025-10-20,2025-11-15 00:00:00,Mystery,134,2013,Cairo Young Readers,10
1061,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,513,2025-07-06,Not Returned,Science,201,2017,Unknown,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9295,513,2025-12-12,2026-01-01 00:00:00,Science,294,2021,Oasis Books,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9336,528,2024-04-18,2024-05-15 00:00:00,Nature,114,2010,Delta House,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9300,528,2024-08-15,2024-09-02 00:00:00,Nature,114,2010,Delta House,10
1061,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,9324,529,2025-03-12,2025-04-10 00:00:00,Mystery,298,2017,Cairo Young Readers,10
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9326,501,2024-08-15,2024-08-21 00:00:00,Adventure,128,2017,Nile Press,8
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9379,501,2024-12-18,2024-12-26 00:00:00,Adventure,128,2017,Nile Press,8
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9329,513,2025-03-06,Not Returned,Science,294,2021,Oasis Books,8
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9284,513,2025-09-27,2025-10-26 00:00:00,Science,294,2021,Oasis Books,8
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9305,519,2024-01-23,2024-01-31 00:00:00,Friendship,157,2014,Nile Press,8
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9301,519,2024-11-10,2024-11-23 00:00:00,Friendship,157,2014,Nile Press,8
1062,Tarek,Adel,7,Zamalek,Active,2023-01-22,9332,522,2024-07-03,Not Returned,Mystery,104,2016,Cairo Young Readers,8
1062,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,525,2025-07-05,Not Returned,Adventure,201,2017,Unknown,8
1063,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,522,2025-07-07,Not Returned,Mystery,201,2017,Unknown,2
1063,Layla,Fouad,6,Zamalek,Active,2024-06-21,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,2
1064,Fares,Sabry,6,Zamalek,Active,2023-05-06,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9296,501,2024-12-15,2025-01-11 00:00:00,Adventure,128,2017,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9297,501,2025-04-14,Not Returned,Adventure,128,2017,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9298,507,2025-06-18,2025-07-11 00:00:00,Science,160,2024,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9311,507,2025-06-26,2025-07-09 00:00:00,Science,160,2024,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9334,507,2025-12-20,2026-01-05 00:00:00,Science,160,2024,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9316,513,2024-08-25,2024-09-17 00:00:00,Science,294,2021,Oasis Books,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9335,513,2024-12-18,2024-12-30 00:00:00,Science,294,2021,Oasis Books,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9327,513,2025-03-09,2025-04-01 00:00:00,Science,294,2021,Oasis Books,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9319,515,2025-02-10,2025-02-21 00:00:00,Poetry,316,2022,Cairo Young Readers,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9341,516,2025-02-19,2025-03-09 00:00:00,Nature,241,2010,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9288,519,2025-03-20,2025-03-31 00:00:00,Friendship,157,2014,Nile Press,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9290,519,2025-10-09,Not Returned,Friendship,157,2014,Nile Press,18
1065,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,520,2025-07-07,Not Returned,Science Fiction,201,2017,Unknown,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9331,525,2025-02-17,2025-02-23 00:00:00,Adventure,297,2015,Oasis Books,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9291,526,2024-03-25,2024-03-31 00:00:00,Science Fiction,125,2016,Delta House,18
1065,Adam,Fahmy,6,Zamalek,Active,2025-07-12,9287,532,2024-04-26,2024-05-23 00:00:00,Friendship,337,2017,Oasis Books,18
1066,Amir,Wahba,6,Zamalek,Active,2024-10-07,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1067,Aya,Ibrahim,7,Zamalek,Inactive,2024-07-03,9294,507,2024-11-26,Not Returned,Science,160,2024,Nile Press,3
1067,Aya,Ibrahim,7,Zamalek,Inactive,2024-07-03,9310,511,2024-02-04,2024-02-12 00:00:00,Historical,117,2016,Nile Press,3
1067,Aya,Ibrahim,7,Zamalek,Inactive,2024-07-03,9318,513,2025-07-23,2025-08-17 00:00:00,Science,294,2021,Oasis Books,3
1068,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,9315,501,2024-06-11,2024-07-04 00:00:00,Adventure,128,2017,Nile Press,6
1068,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,9342,501,2025-05-28,2025-06-27 00:00:00,Adventure,128,2017,Nile Press,6
1068,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,9312,506,2025-12-01,Not Returned,Friendship,183,2017,Nile Press,6
1068,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,9313,507,2024-12-13,2024-12-19 00:00:00,Science,160,2024,Nile Press,6
1068,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,9309,511,2024-11-24,2024-12-12 00:00:00,Historical,117,2016,Nile Press,6
1068,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,9304,519,2024-04-16,2024-05-09 00:00:00,Friendship,157,2014,Nile Press,6
1069,Bassel,Adel,9,Zamalek,Active,2025-01-22,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1070,Ahmed,Zaki,9,Zamalek,Active,2025-07-22,9328,501,2024-01-28,Not Returned,Adventure,128,2017,Nile Press,3
1070,Ahmed,Zaki,9,Zamalek,Active,2025-07-22,9383,501,2024-07-11,2024-07-31 00:00:00,Adventure,128,2017,Nile Press,3
1070,Ahmed,Zaki,9,Zamalek,Active,2025-07-22,9321,501,2025-12-28,2026-01-09 00:00:00,Adventure,128,2017,Nile Press,3
1071,Jana,Hegazy,8,Zamalek,Active,2024-09-27,9285,513,2025-02-24,Not Returned,Science,294,2021,Oasis Books,2
1071,Jana,Hegazy,8,Zamalek,Active,2024-09-27,9293,525,2025-08-05,2025-08-18 00:00:00,Adventure,297,2015,Oasis Books,2
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9338,501,2024-07-16,Not Returned,Adventure,128,2017,Nile Press,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9307,501,2025-06-10,2025-07-09 00:00:00,Adventure,128,2017,Nile Press,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9286,507,2024-08-09,2024-08-16 00:00:00,Science,160,2024,Nile Press,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9330,513,2025-04-11,2025-05-09 00:00:00,Science,294,2021,Oasis Books,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9340,513,2025-08-24,2025-09-01 00:00:00,Science,294,2021,Oasis Books,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9283,513,2025-09-17,2025-09-25 00:00:00,Science,294,2021,Oasis Books,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9325,519,2024-01-11,Not Returned,Friendship,157,2014,Nile Press,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9323,519,2024-01-23,2024-01-28 00:00:00,Friendship,157,2014,Nile Press,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9333,520,2025-06-03,2025-06-08 00:00:00,Science Fiction,136,2009,Oasis Books,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9299,521,2024-01-04,2024-01-23 00:00:00,Science,211,2024,Cairo Young Readers,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9314,522,2024-08-13,2024-09-02 00:00:00,Mystery,104,2016,Cairo Young Readers,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9289,522,2025-09-09,2025-09-19 00:00:00,Mystery,104,2016,Cairo Young Readers,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9308,525,2024-02-17,2024-03-12 00:00:00,Adventure,297,2015,Oasis Books,14
1072,Seif,Zaki,9,Zamalek,Active,2025-10-21,9337,529,2024-11-13,Not Returned,Mystery,298,2017,Cairo Young Readers,14
